starttime,seconds,ctime,dtime,ttime,wait
Sun Dec 12 15:16:02 2021,1639340162,0,590,590,581
Sun Dec 12 15:15:58 2021,1639340158,0,590,590,589
Sun Dec 12 15:15:58 2021,1639340158,0,591,591,590
Sun Dec 12 15:16:03 2021,1639340163,0,591,591,590
Sun Dec 12 15:16:03 2021,1639340163,0,591,591,581
Sun Dec 12 15:15:59 2021,1639340159,0,591,591,589
Sun Dec 12 15:15:56 2021,1639340156,0,592,592,591
Sun Dec 12 15:15:51 2021,1639340151,0,592,592,592
Sun Dec 12 15:15:57 2021,1639340157,0,594,594,593
Sun Dec 12 15:16:02 2021,1639340162,0,594,594,594
Sun Dec 12 15:16:02 2021,1639340162,0,595,595,581
Sun Dec 12 15:15:49 2021,1639340149,0,596,596,588
Sun Dec 12 15:15:59 2021,1639340159,0,597,597,584
Sun Dec 12 15:15:49 2021,1639340149,0,597,597,581
Sun Dec 12 15:15:59 2021,1639340159,0,600,600,599
Sun Dec 12 15:16:03 2021,1639340163,0,600,600,600
Sun Dec 12 15:16:00 2021,1639340160,0,601,601,574
Sun Dec 12 15:15:48 2021,1639340148,1,602,603,598
Sun Dec 12 15:16:03 2021,1639340163,0,603,603,574
Sun Dec 12 15:15:52 2021,1639340152,0,603,603,599
Sun Dec 12 15:15:55 2021,1639340155,0,604,604,603
Sun Dec 12 15:15:52 2021,1639340152,0,605,605,605
Sun Dec 12 15:15:51 2021,1639340151,0,606,606,605
Sun Dec 12 15:16:00 2021,1639340160,0,606,606,605
Sun Dec 12 15:15:51 2021,1639340151,0,606,606,605
Sun Dec 12 15:15:51 2021,1639340151,0,606,606,577
Sun Dec 12 15:16:04 2021,1639340164,0,606,606,586
Sun Dec 12 15:15:58 2021,1639340158,0,607,607,596
Sun Dec 12 15:16:04 2021,1639340164,0,607,607,591
Sun Dec 12 15:15:57 2021,1639340157,0,607,607,606
Sun Dec 12 15:15:55 2021,1639340155,0,607,607,607
Sun Dec 12 15:15:56 2021,1639340156,0,607,607,603
Sun Dec 12 15:16:03 2021,1639340163,0,608,608,607
Sun Dec 12 15:16:04 2021,1639340164,0,609,609,564
Sun Dec 12 15:15:49 2021,1639340149,0,609,609,609
Sun Dec 12 15:15:54 2021,1639340154,0,609,610,609
Sun Dec 12 15:15:54 2021,1639340154,0,610,610,603
Sun Dec 12 15:15:55 2021,1639340155,0,610,610,593
Sun Dec 12 15:15:55 2021,1639340155,0,610,610,610
Sun Dec 12 15:15:55 2021,1639340155,0,610,610,610
Sun Dec 12 15:16:00 2021,1639340160,0,611,611,610
Sun Dec 12 15:15:54 2021,1639340154,0,612,612,603
Sun Dec 12 15:15:58 2021,1639340158,0,612,612,604
Sun Dec 12 15:16:01 2021,1639340161,0,613,613,612
